bedrooms,bathrooms,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,yr_since_renovation,cluster
3,2.5,11632,2.0,0,8,2250,0,1988,2360,11632,26.0,15
3,2.5,10255,2.0,0,8,2280,0,1985,2310,10094,30.0,5
2,1.0,5120,1.0,0,7,940,0,1909,1300,5120,105.0,13
3,2.5,8500,1.0,0,7,1030,500,1996,1850,8140,19.0,14
4,2.0,7680,1.0,0,7,1200,240,1971,1460,9660,43.0,3
3,2.5,4052,2.0,0,8,2200,0,2005,2310,5082,10.0,5
4,3.0,8250,2.0,0,9,2290,0,1990,2290,8250,24.0,12
4,3.0,19700,2.0,0,11,4040,0,1987,3930,21887,27.0,18
3,2.5,2138,2.0,0,7,1490,0,2005,1490,2094,9.0,5
4,2.5,5280,2.0,0,8,2450,0,2003,2300,4674,11.0,3
4,2.5,9627,1.0,0,9,1440,270,1976,2140,9131,0.0,15
5,2.5,11800,2.0,0,10,3470,1400,1983,3180,11398,31.0,4
3,2.5,8750,2.0,0,10,3130,0,1991,2860,9003,24.0,18
2,2.0,1372,3.0,0,8,1270,0,2000,1610,3090,14.0,7
3,2.0,10875,1.0,2,8,1540,580,1977,2460,11760,37.0,0
3,1.5,8230,1.0,0,7,1670,0,1954,2077,4910,60.0,6
3,2.0,11576,2.0,0,7,2070,0,1974,1890,7519,40.0,6
2,1.0,5332,1.0,0,8,1070,350,1953,2400,5406,61.0,19
3,1.5,219978,1.0,0,6,1250,0,1980,1930,210394,35.0,14
3,1.0,7980,1.0,0,7,940,0,1960,1150,8050,54.0,17
3,2.0,9102,1.0,0,7,1920,0,1968,1920,9760,46.0,18
3,2.5,9816,1.0,0,10,2610,935,2005,3630,7704,9.0,4
3,2.0,5460,1.0,0,7,1260,0,1972,1510,5460,43.0,3
5,2.5,7200,1.0,0,7,1300,1040,1975,1930,7221,39.0,3
3,2.0,9263,1.0,0,8,1440,1150,1977,2580,9450,37.0,3
3,2.0,9732,1.0,0,7,1220,0,1965,1630,10007,49.0,3
3,1.0,10403,1.0,0,6,1400,0,1976,1230,10209,39.0,14
3,3.0,16117,1.0,0,8,1710,650,1983,2120,16117,32.0,15
3,2.0,9897,1.0,0,8,1870,0,1960,1900,10005,54.0,15
3,2.5,5802,2.0,0,9,2830,0,2001,2500,5788,13.0,3
3,2.5,3640,2.0,0,8,2260,0,1994,2350,3710,21.0,3
3,3.0,20978,2.0,3,9,1770,200,1980,2280,75396,34.0,17
4,2.5,9225,1.0,2,9,1770,1370,1966,2460,9600,48.0,5
3,2.0,8659,1.0,0,7,1240,0,1986,1490,8223,29.0,14
4,3.5,7832,2.0,0,10,3450,0,2007,3220,8567,7.0,15
3,2.0,8491,2.0,0,8,2570,0,1989,2400,8049,26.0,12
3,2.0,3413,2.0,0,7,1510,0,1985,1570,3777,29.0,12
4,2.0,11250,2.0,0,9,2390,0,1988,2480,11250,26.0,17
3,1.0,7000,1.0,0,6,980,0,1953,1220,7000,61.0,19
3,2.0,6360,1.0,0,7,1480,0,1954,1480,6360,60.0,19
4,2.5,7324,2.0,0,8,1850,0,1997,2100,7329,17.0,14
3,2.0,28025,1.0,0,7,1920,350,1947,1770,14833,68.0,8
3,2.5,5192,2.0,0,8,1810,0,1993,1810,6200,22.0,14
2,2.0,17600,2.0,0,6,1610,0,1930,1310,12950,31.0,8
3,4.0,6161,2.0,0,10,3840,0,2000,3230,7709,15.0,4
4,3.0,8400,2.0,1,9,3130,980,1928,2820,8400,1.0,19
4,3.0,10259,2.0,0,11,3150,1040,2000,4300,11919,14.0,4
4,3.0,6298,2.0,0,9,3390,0,2011,3390,7111,3.0,4
4,2.0,3006,2.0,0,7,1890,0,2003,1580,3000,11.0,4
3,2.5,2527,2.0,2,9,1080,530,2005,1610,4173,9.0,13
3,1.5,4590,1.0,0,7,850,200,1949,1770,5400,65.0,19
4,3.0,10650,1.0,2,8,1780,1130,1975,2920,10988,39.0,10
4,2.0,8640,1.0,0,7,850,850,1955,1620,9000,59.0,15
3,2.5,8130,2.0,0,9,1950,0,1990,2350,7691,24.0,12
3,3.0,9773,2.0,0,8,2990,0,1973,2230,11553,42.0,10
3,1.5,6000,1.0,2,7,900,450,1950,1730,6012,64.0,0
4,3.0,181319,2.5,0,9,4860,0,1993,3850,181319,22.0,4
6,3.5,11793,2.0,0,11,3860,1000,1998,3600,11793,16.0,15
2,2.0,5000,1.0,0,6,890,0,1917,1860,5000,97.0,8
4,3.0,7302,2.0,0,9,2810,0,2002,2820,7302,12.0,4
5,2.5,9500,2.0,1,8,3400,0,1977,3080,11081,38.0,4
4,1.5,7350,1.0,0,7,960,620,1963,1560,7350,51.0,10
3,2.0,5036,1.0,1,7,1680,0,1987,1680,4921,28.0,5
3,2.0,11230,1.0,0,7,1300,0,1968,1300,10794,47.0,14
5,2.5,14062,2.0,0,7,2380,440,1960,1910,10392,54.0,3
3,2.0,6710,1.0,0,7,1070,440,1972,1660,6600,42.0,3
2,2.5,1391,2.0,0,8,870,360,2004,1240,1350,10.0,13
4,2.0,4140,2.0,0,9,1710,400,1925,1440,4420,12.0,0
3,3.0,19635,1.0,2,7,1610,1470,1958,2424,12410,56.0,17
2,1.5,5750,1.5,0,7,1190,300,1900,1590,4025,114.0,0
3,2.5,4500,2.0,0,7,2120,0,2000,2530,4816,14.0,11
4,2.5,5438,2.0,0,9,3180,0,2003,3030,5335,12.0,11
2,1.0,3825,1.0,0,7,860,630,1929,1460,3825,85.0,7
3,2.0,11947,1.0,0,8,1930,0,1966,2200,12825,48.0,12
3,1.5,11610,1.0,0,7,1670,0,1963,1930,10200,52.0,5
2,2.0,7200,1.0,0,7,1330,0,1993,1450,11682,21.0,8
3,1.0,3328,1.5,0,7,1210,0,1924,1640,3333,90.0,7
3,1.0,5100,1.0,0,7,1030,160,1941,1690,5100,74.0,0
2,1.0,6872,1.0,0,7,820,720,1946,1420,5538,68.0,7
4,2.0,7559,1.0,0,8,1580,850,1981,1980,8750,34.0,18
4,2.5,7787,2.0,0,8,2600,0,2005,2830,7787,10.0,5
5,3.5,57063,2.0,0,9,4410,0,1990,2900,50529,24.0,2
4,1.0,8184,1.5,0,7,1330,0,1949,1220,660,65.0,19
3,2.0,5000,1.0,0,7,950,950,1951,1770,5000,63.0,0
2,1.0,7680,1.0,0,7,1100,0,1950,1460,7680,65.0,19
3,1.0,39150,1.5,0,6,1580,400,1932,1860,11811,82.0,12
3,2.5,7745,2.0,0,9,2400,0,2001,2080,8615,14.0,10
4,3.0,194278,2.0,0,10,3180,0,2005,2200,178160,9.0,5
3,1.0,7560,1.0,0,6,1190,0,1958,1190,7560,57.0,5
2,1.0,6000,1.0,0,6,630,0,1943,1470,6840,9.0,5
5,3.0,5105,1.0,0,8,1520,1010,2005,2290,4011,10.0,19
2,1.0,5000,1.0,0,6,940,0,1951,940,5000,63.0,0
2,2.0,9119,1.0,0,7,1240,0,1952,1380,9121,62.0,10
4,2.5,6587,2.0,0,7,3040,0,2003,2740,6587,11.0,2
4,1.0,7085,1.5,0,6,1590,0,1944,1320,7085,70.0,19
3,2.0,36947,1.0,0,9,2500,0,1984,2590,28837,30.0,18
3,2.5,7848,1.0,0,7,1320,460,1978,1680,7848,37.0,14
2,1.5,1898,2.0,0,7,1360,0,1978,1360,1898,37.0,6
4,3.0,76230,2.0,0,10,4740,0,1987,3340,49206,28.0,4
3,1.5,9600,1.0,0,7,1010,0,1962,1400,9660,52.0,8
3,1.0,7405,1.0,0,6,1040,0,1971,1580,7405,44.0,14
3,2.0,6655,2.0,0,7,1610,0,1985,1780,7529,30.0,5
4,2.0,8268,1.0,0,7,1570,0,1979,1870,8190,36.0,3
2,2.0,4000,1.0,0,7,1010,500,1900,1920,4000,114.0,7
3,2.0,6082,1.0,0,7,1360,0,1994,1360,6987,21.0,12
4,2.5,5106,2.0,0,8,1970,0,1999,2230,5109,16.0,5
4,2.5,4350,2.0,0,7,1560,0,2003,1560,4350,11.0,5
3,2.0,40518,1.0,0,8,2120,0,1967,2480,13492,47.0,4
3,2.0,18500,2.0,0,8,2120,0,1983,2120,14479,31.0,12
4,2.5,29242,2.0,0,11,3350,0,1988,3920,24728,27.0,18
4,2.5,9614,2.0,0,10,2380,0,1991,2560,9770,23.0,15
2,2.0,649,2.0,0,9,720,350,2008,1070,928,7.0,0
2,1.0,8865,1.0,0,6,1320,0,1943,1190,6490,71.0,8
3,2.0,10221,1.0,2,7,1140,1040,1946,2180,8535,68.0,13
3,2.0,9813,2.0,0,7,1790,0,1949,1520,10125,66.0,19
2,1.0,8125,1.0,0,6,750,0,1943,1340,8750,71.0,5
3,1.5,8280,1.0,0,7,1300,0,1956,1570,8692,58.0,3
4,2.5,29170,2.0,3,9,2990,0,1999,3715,29170,15.0,5
4,1.0,7242,1.5,0,7,1400,0,1959,1310,7314,55.0,8
6,2.0,9563,2.0,0,8,2750,0,1973,2040,9563,42.0,10
4,2.5,10271,2.0,0,7,2050,0,1998,2050,8103,16.0,14
4,3.0,108900,1.0,0,7,1410,820,1978,1960,65340,36.0,11
4,2.0,217014,1.0,0,8,2340,0,1982,2340,107898,32.0,14
3,2.5,5163,2.0,0,9,2870,0,2014,1630,7995,0.0,7
4,2.5,22370,2.0,0,10,4120,0,1997,3180,7257,17.0,4
3,2.0,9162,1.0,0,7,1370,710,1960,1870,8944,54.0,15
3,2.5,5680,2.0,0,7,1840,0,2008,1600,4697,6.0,2
3,1.0,5350,1.5,0,6,1180,0,1959,1490,5350,55.0,8
5,3.0,4000,1.5,0,7,1530,630,1927,2040,4000,87.0,19
3,1.0,3400,1.5,0,8,1180,0,1907,1440,3400,107.0,7
2,1.0,15029,1.0,0,6,870,290,1937,1870,25346,77.0,2
4,2.5,5612,2.0,0,7,1830,0,2003,1830,5998,11.0,14
4,4.0,7708,2.0,0,10,3200,0,2004,3480,7944,11.0,4
5,3.0,5445,1.5,0,7,1760,800,1927,1080,5445,88.0,13
5,3.0,5040,1.5,0,8,2550,0,1902,1590,3840,112.0,13
3,2.0,9917,1.0,0,7,1040,290,1981,1330,9081,34.0,5
2,1.0,75794,1.0,0,7,1220,0,1963,2010,98010,51.0,14
3,2.5,3402,2.0,0,7,1805,0,2009,2095,3402,5.0,12
4,4.0,84942,2.5,2,9,4150,1900,2009,2700,199504,5.0,2
4,2.5,5493,2.0,0,8,2320,0,2004,2450,5471,11.0,3
3,1.0,8960,1.0,0,6,1384,0,1965,1000,8470,49.0,17
3,2.5,6439,2.0,0,9,2720,0,2005,3180,7320,9.0,11
3,1.5,10608,1.0,0,7,1820,0,1962,1380,8976,52.0,17
2,2.0,4920,1.5,4,7,1530,600,1941,2130,4920,73.0,0
4,2.0,10070,2.0,0,7,2060,0,1975,2060,8155,39.0,3
4,2.0,7500,1.0,0,7,1080,340,1981,1500,7260,33.0,12
3,2.0,15744,1.0,0,7,1510,0,1985,1470,15744,29.0,9
3,2.5,4000,1.5,0,8,1960,200,1903,2160,5120,1.0,13
3,2.5,12600,2.0,0,11,3180,0,1978,3030,12835,36.0,4
3,2.0,13300,2.0,0,8,2110,0,1985,2470,14000,29.0,14
3,2.0,2900,1.5,0,8,1330,730,1931,1910,3900,84.0,13
3,1.5,217800,1.0,0,7,1010,820,1981,2450,165963,33.0,4
3,2.0,32666,1.0,0,7,1820,0,1966,2050,43560,48.0,1
3,2.5,2937,2.0,0,8,1610,0,2006,1610,3049,9.0,5
4,2.5,3600,2.0,0,7,1780,0,2006,2020,3802,8.0,14
4,2.5,9611,2.0,0,7,1840,0,1996,1830,8505,19.0,8
3,2.0,10584,1.0,0,7,990,470,1997,1220,12012,17.0,8
2,2.5,2958,2.0,0,8,1400,0,2007,1540,2385,7.0,0
3,2.5,14402,2.0,2,9,3370,0,2004,3330,9691,10.0,9
4,3.0,8249,2.0,0,9,3590,0,1997,2860,7995,17.0,17
2,2.0,6460,1.0,0,8,1670,0,2004,2170,6254,10.0,2
4,2.0,31465,1.0,0,9,2420,0,1984,2560,32186,31.0,12
3,2.0,10816,2.0,0,7,1430,0,1994,1560,10816,20.0,14
3,2.0,7070,1.0,0,7,1440,0,1980,1440,7210,34.0,18
3,2.0,4789,2.0,0,7,1450,0,1985,1560,4490,30.0,4
4,3.0,13938,1.0,0,8,2100,1450,1966,2050,9000,49.0,8
2,3.0,1175,2.0,0,8,1110,160,2000,1290,1800,14.0,7
2,1.0,6804,1.0,0,7,940,0,1949,1150,6930,66.0,7
3,2.0,6824,1.0,0,7,1300,370,1990,1660,7586,24.0,14
4,3.5,15842,2.0,0,8,2400,700,1996,2200,19400,19.0,3
2,2.5,1760,3.0,0,7,1100,0,1997,1200,1415,17.0,7
3,2.0,3388,1.0,0,8,1230,640,1925,1780,4050,89.0,7
3,2.5,5080,2.0,0,8,1930,0,1990,2190,5085,24.0,4
3,3.0,4694,2.0,0,9,2540,0,2005,2600,6344,9.0,4
3,2.0,7524,1.5,0,7,1280,0,1988,1500,7777,26.0,12
3,2.0,8814,1.0,0,7,1280,540,1967,1810,7515,48.0,19
3,2.0,9414,2.0,0,7,1490,0,1981,1290,10125,34.0,18
3,2.5,5502,2.0,0,8,1880,0,1988,2040,5411,26.0,4
3,1.0,9775,1.0,0,7,1250,0,1971,1390,9650,44.0,9
3,2.0,7210,1.0,0,8,1440,0,1983,1700,7245,31.0,12
3,2.5,7415,2.0,0,7,1920,0,1989,1930,7536,26.0,12
3,2.5,5750,1.0,0,7,1330,730,1976,1920,5750,38.0,0
3,1.5,10588,1.0,0,7,1210,0,1958,1408,10588,56.0,6
2,2.0,5000,1.0,0,7,940,820,1927,1530,5000,88.0,7
3,1.0,6750,1.0,0,6,990,0,1947,1440,6860,67.0,19
3,1.0,6400,1.0,0,6,820,140,1944,1200,6600,70.0,8
3,2.5,1458,3.0,0,9,1660,0,2014,1660,1784,0.0,13
3,2.0,2790,1.0,0,7,990,280,1970,1920,4000,44.0,7
3,1.0,9633,1.0,0,6,960,0,1982,1080,8610,32.0,1
2,2.0,6000,1.0,0,7,960,370,1914,1620,6000,69.0,7
3,2.0,7700,1.0,0,7,1600,480,1968,1680,7700,46.0,15
3,2.5,11575,1.0,3,8,2130,560,1957,2390,11782,57.0,19
2,1.0,3060,1.0,0,7,770,120,1910,1760,4080,104.0,7
3,2.0,8000,1.0,0,7,1070,0,1977,1200,7990,37.0,18
3,1.0,8316,1.0,0,6,1200,0,1953,1200,8316,61.0,6
3,1.5,8910,2.0,0,7,1360,0,1949,1220,8912,66.0,8
3,2.0,13303,1.0,0,8,2050,0,1993,2180,11590,21.0,6
3,1.5,5750,2.0,0,9,2000,1000,1924,1820,5750,91.0,0
2,2.0,3850,1.0,0,7,800,500,1963,950,5500,52.0,0
5,3.0,6750,1.0,0,8,1980,1760,1978,2620,7920,37.0,3
3,2.5,1091,3.0,1,9,1530,130,2015,1510,1352,0.0,0
3,2.5,6699,2.0,0,7,2360,0,2003,2360,4744,11.0,11
3,2.0,6500,1.0,0,7,1150,610,1987,1760,8125,28.0,14
3,2.0,6200,1.5,0,7,1680,0,1916,1680,5100,99.0,0
3,2.0,2500,1.0,0,7,870,450,1918,1580,2750,96.0,19
1,1.0,26326,1.0,0,6,870,0,1939,1250,10608,75.0,8
4,1.0,7645,1.5,0,6,1260,0,1925,1170,7649,90.0,0
3,1.0,6020,1.0,0,6,1000,0,1944,1300,8640,70.0,8
4,2.0,36400,1.0,0,8,1550,470,1976,2520,38255,38.0,18
3,1.0,6862,1.0,2,7,1120,800,1952,2000,6900,62.0,8
3,2.0,5400,1.5,0,7,1380,770,1911,1940,6500,104.0,0
3,2.5,3976,2.0,0,7,1470,0,1999,1490,4400,15.0,11
3,2.5,10492,2.0,2,10,3180,0,1991,3000,9812,24.0,10
3,1.0,6000,1.0,0,6,990,0,1943,1250,6000,71.0,19
4,3.5,3330,2.0,0,8,1970,800,2001,2180,3380,14.0,10
3,2.0,22267,1.0,0,7,1140,0,1986,1150,15625,29.0,9
4,2.5,14440,1.0,0,7,1550,700,1967,2090,11400,47.0,4
3,2.5,5097,2.0,0,7,1640,0,1969,1880,6000,46.0,19
3,1.5,1374,3.0,0,7,1255,0,2004,1307,1232,10.0,19
3,1.0,12231,1.0,0,7,1290,0,1976,1390,11632,38.0,18
3,2.0,9079,1.0,0,7,1300,0,1986,1890,7369,28.0,5
3,1.5,1086,3.0,0,8,1220,0,2007,1220,1422,7.0,7
4,2.5,4000,3.0,0,8,2630,0,2002,1640,4000,12.0,7
3,1.5,15954,1.0,0,8,1950,0,1959,1940,12667,55.0,17
3,2.0,4708,1.0,0,7,860,690,1949,1880,5600,65.0,19
4,2.5,6380,1.0,0,7,850,850,1940,1380,6380,74.0,19
4,3.0,11880,1.0,0,8,1630,880,1978,2390,11211,37.0,15
4,2.0,4180,2.0,3,8,1800,0,1921,2180,4620,93.0,7
3,2.0,18000,1.0,0,8,1200,600,1968,1800,18000,46.0,5
3,2.0,9315,1.0,0,7,1350,520,1975,2230,9579,39.0,3
2,1.0,3000,1.0,0,7,1010,0,1925,1150,7000,89.0,9
2,1.5,17487,1.0,0,6,1120,0,1924,1690,8056,91.0,8
3,1.0,4755,1.0,2,8,1200,890,1969,1850,5300,45.0,0
4,3.5,18361,2.0,0,11,4370,0,2001,4190,13641,13.0,11
3,2.0,7187,1.0,0,7,970,470,1981,1440,7187,33.0,17
4,3.0,209523,2.0,0,8,2580,0,1984,3440,213444,30.0,2
4,2.5,7399,2.0,0,10,3190,0,2006,3250,7323,8.0,14
4,3.5,5809,2.0,0,7,1750,630,1995,1620,5775,19.0,0
4,1.0,4875,1.5,0,7,1420,0,1930,1110,5413,84.0,19
5,3.0,6768,2.0,0,9,2990,0,2014,2870,6768,1.0,15
4,2.5,7649,2.0,0,7,2730,0,2006,2730,6216,9.0,11
3,1.0,8329,1.0,0,6,1220,0,1946,1490,8322,68.0,19
3,1.0,12616,1.0,0,7,1500,0,1967,1820,13950,48.0,18
3,2.0,11788,1.0,1,8,1430,400,1958,2140,11964,56.0,5
4,2.0,7698,2.0,0,8,2470,0,1983,2330,7986,31.0,5
2,1.0,4342,1.0,0,6,670,130,1927,1210,4343,88.0,19
4,2.5,23488,2.0,0,9,2900,0,1992,2900,34589,22.0,2
3,2.0,5760,1.0,0,7,1410,0,1985,1670,6222,29.0,12
5,2.5,25958,1.0,1,8,1610,1220,1979,2670,21567,35.0,4
4,2.0,9966,1.0,0,7,1100,580,1977,2400,10369,37.0,17
3,2.0,26055,1.0,0,7,920,840,1979,1350,13475,35.0,14
2,1.0,5100,1.0,0,6,820,0,1953,1170,5304,62.0,8
4,2.0,3600,1.0,0,7,1100,300,1900,1630,2048,114.0,7
2,1.0,5703,1.0,2,6,1060,0,1946,2240,4416,68.0,17
3,2.0,7245,1.0,0,7,1530,0,1984,1530,7490,31.0,3
4,2.0,14782,1.0,3,8,1460,1020,1958,2910,10800,56.0,19
3,2.0,7150,1.0,0,6,1490,0,1967,1350,9100,47.0,5
3,2.5,39478,2.0,2,9,3260,400,1989,2700,38312,25.0,1
4,2.5,8548,2.0,0,8,2340,0,1993,1970,6818,21.0,5
3,2.0,12125,1.0,0,7,1450,0,1981,1210,12125,33.0,17
4,2.5,9875,2.0,0,9,2210,0,1990,2440,8799,24.0,4
4,1.0,7400,1.0,0,7,1130,0,1969,1540,7379,45.0,17
5,2.0,10500,1.0,0,7,1100,450,1961,1420,9823,54.0,3
4,2.0,7140,1.0,0,7,1010,700,1968,1770,8960,46.0,17
3,1.5,8108,1.0,0,7,1010,0,1954,1300,8108,60.0,19
6,2.0,13579,2.0,0,7,2660,0,1937,1120,8242,24.0,19
6,2.0,13579,2.0,0,7,2660,0,1937,1120,8242,25.0,19
3,2.0,9644,1.0,0,7,1300,0,1994,1430,9656,21.0,14
3,2.5,6186,2.0,0,7,1670,0,2002,2390,6924,12.0,14
2,1.0,4080,1.0,0,7,960,0,1911,1300,4080,103.0,7
3,2.5,2770,2.0,0,8,1770,370,2007,2510,2708,8.0,10
5,3.0,5500,1.0,0,8,1550,970,2004,1700,8000,10.0,8
3,1.5,9380,1.0,0,7,1130,520,1978,1720,8856,36.0,5
2,2.0,5680,1.0,0,8,1440,0,1978,1320,3547,36.0,17
2,1.0,5900,1.0,0,7,1050,0,1950,1280,5900,64.0,0
3,2.0,7650,1.0,0,7,1130,340,1983,1590,7500,31.0,5
4,2.0,37769,2.0,0,11,4230,0,1989,3890,37034,25.0,18
3,2.0,7972,1.0,3,8,1370,600,1976,2460,9796,38.0,5
3,2.0,17424,2.0,0,7,1540,0,1992,1560,11439,22.0,9
3,3.0,8354,2.0,0,8,2090,0,2012,2280,6348,2.0,2
3,2.0,17950,2.0,0,8,2110,270,1934,2030,23900,80.0,19
4,2.5,3562,2.0,0,9,2156,0,2012,1708,3539,3.0,12
4,2.0,8893,2.0,0,8,2070,0,1986,2390,7700,28.0,5
3,1.0,8167,1.0,0,8,1270,640,1951,1500,6816,64.0,7
3,2.0,7400,1.0,0,8,1260,660,1977,2360,8048,37.0,15
3,2.0,9177,1.0,0,7,1400,0,1974,2020,8547,40.0,6
4,2.5,17715,2.0,0,8,2210,0,1997,2210,16907,17.0,12
2,2.0,4887,1.0,0,6,1020,150,1929,1170,5441,85.0,7
3,2.0,72745,1.0,0,9,2100,0,1995,2290,54885,19.0,18
3,1.0,9750,1.0,0,7,1160,0,1967,1160,9650,47.0,18
3,1.0,4000,1.0,0,6,900,600,1925,950,4000,89.0,7
4,2.5,6000,2.0,0,8,2940,0,2000,2510,6600,15.0,3
4,2.0,5070,1.0,1,7,1300,710,1963,2180,5400,51.0,0
3,2.5,4912,2.0,0,7,2170,0,2003,2010,4395,11.0,3
3,1.5,5200,1.0,3,7,1250,180,1940,2210,6240,75.0,7
4,1.5,6460,1.0,0,7,1070,440,1970,1450,6630,44.0,3
3,1.0,6908,1.0,0,6,800,350,1952,1150,6908,63.0,19
3,1.0,6001,1.0,0,7,1230,140,1944,1370,5520,70.0,13
2,2.5,6600,1.0,0,8,2380,0,2010,1870,6600,4.0,2
3,2.0,3850,1.0,0,7,770,600,1911,1390,3600,26.0,13
3,2.0,14250,1.0,0,7,1070,530,1979,2140,14960,35.0,17
5,3.5,9612,1.0,2,9,2030,1720,1981,3270,9688,33.0,15
2,2.0,3938,2.0,4,10,2910,1040,1991,3220,4500,24.0,0
4,2.0,13430,1.0,0,9,2400,0,1964,2580,10077,51.0,15
5,1.5,4000,2.5,0,8,2830,0,1918,1480,4000,96.0,8
4,2.5,22594,2.0,0,8,2440,0,1996,2560,33341,18.0,2
3,2.0,1149,2.0,0,8,1050,140,2008,1210,1316,6.0,0
3,2.0,218252,1.0,0,7,1400,0,1997,2230,218222,18.0,2
4,3.0,4683,2.0,0,7,2730,0,2005,2230,4924,10.0,14
3,3.0,7939,1.0,0,7,1610,780,1983,1920,7939,31.0,5
3,2.0,31400,2.0,0,8,2060,0,1984,2160,34500,30.0,4
4,2.0,9864,1.0,0,8,1290,1200,1961,2360,9864,54.0,15
3,2.0,10968,1.0,0,7,1100,0,1984,1400,7799,30.0,14
4,2.5,6099,1.0,0,8,1470,960,1965,2180,6099,50.0,19
3,2.5,12750,2.0,0,10,2360,810,1995,2970,13125,19.0,17
4,2.5,8625,2.0,0,8,2640,0,1987,2240,8700,27.0,5
3,1.5,7223,1.0,0,7,1130,0,1961,1320,7356,53.0,5
5,2.0,7642,1.5,0,7,1940,0,1957,1940,8724,57.0,19
2,2.0,3000,1.5,0,7,1100,0,1912,1390,4000,9.0,7
3,1.0,10800,1.0,0,7,1200,0,1955,1370,9950,60.0,15
3,2.0,8030,1.0,0,8,1000,1000,1963,2070,8250,51.0,10
3,2.5,4838,2.0,0,8,1730,160,2002,1910,7409,12.0,8
4,2.0,2874,1.0,0,7,1060,850,1910,1520,2874,104.0,13
3,1.0,23680,1.0,0,7,1250,0,1967,1450,23680,48.0,5
3,2.0,8219,1.5,0,6,970,620,1938,2030,7504,76.0,3
3,1.5,1221,2.0,0,8,1050,190,2009,1180,887,5.0,7
4,1.0,4800,2.0,0,7,2000,0,1911,1260,1452,104.0,7
6,3.0,10003,1.5,0,8,3610,0,1966,2560,10004,48.0,10
5,2.0,8040,1.0,0,8,1930,0,1966,2370,8000,49.0,17
2,1.0,5400,1.0,0,7,1280,0,1964,1540,5670,51.0,7
4,2.0,40419,1.0,0,7,2090,0,1984,2380,63162,30.0,14
3,1.5,9887,1.0,0,7,1140,800,1969,1410,9936,45.0,17
3,2.5,5761,2.0,0,7,1800,0,1990,1800,5952,24.0,0
3,2.0,8400,1.0,0,7,1400,330,1980,1830,8636,34.0,18
4,2.5,11120,2.0,0,9,2810,0,1982,3100,12672,32.0,4
4,3.5,11000,1.0,2,11,2260,1290,1999,4100,10012,15.0,15
4,1.0,7980,1.5,0,6,1330,0,1952,1570,8588,62.0,8
2,1.0,34133,1.0,0,6,750,0,1950,1460,25792,65.0,8
4,1.0,7216,1.0,0,7,1090,670,1947,1180,3844,67.0,7
4,2.5,36276,2.0,0,9,3200,0,1993,2930,33171,21.0,4
4,2.0,9000,1.0,0,8,1740,0,1958,1850,7700,56.0,3
3,2.5,4700,2.0,0,8,2100,0,1999,2100,4700,15.0,11
4,3.5,40097,1.0,0,12,4270,0,1993,3510,36149,22.0,18
3,2.0,2720,1.5,0,7,1340,0,1913,2030,4590,101.0,7
3,2.5,4534,2.0,0,8,1630,0,1987,1380,4779,28.0,3
5,2.5,15085,2.0,0,9,2990,0,2007,3150,13076,8.0,3
4,1.0,7740,1.5,0,6,1550,0,1954,1220,7740,60.0,0
3,2.0,4964,2.0,0,8,1690,0,1989,1800,5036,26.0,4
4,2.0,12243,2.0,0,8,1960,0,1989,1910,12230,25.0,14
3,3.0,9966,1.0,0,8,1360,1030,1977,2140,10713,37.0,15
3,2.5,4438,2.0,0,7,2600,0,2004,2600,4904,10.0,2
3,2.0,8698,1.0,0,8,1950,0,1999,2330,7212,15.0,12
3,1.0,7210,1.0,0,7,1250,0,1964,1530,8800,51.0,10
2,2.0,1253,2.0,0,8,840,340,2008,1310,1963,6.0,13
3,2.5,4308,2.0,0,7,1680,0,2004,2160,4182,11.0,5
4,2.0,36085,2.0,0,9,2220,0,1989,3000,36906,25.0,4
3,3.0,17852,2.5,0,8,2660,0,2014,1320,11876,0.0,14
3,1.5,3323,2.0,0,7,1150,0,1988,1150,2980,26.0,4
2,2.0,5500,1.0,0,6,1130,0,1941,1320,6600,74.0,12
5,3.0,5000,2.0,0,9,2760,0,2005,2870,5030,9.0,15
3,2.0,8919,1.0,0,7,1430,0,1992,1580,8919,22.0,1
4,2.5,4997,2.0,0,8,2030,0,2004,2095,5500,10.0,12
3,2.0,5000,2.0,2,9,1890,1120,1931,2688,5000,83.0,7
3,1.0,7200,1.0,0,7,1130,680,1954,1810,8100,60.0,19
3,1.0,7200,1.0,0,7,1130,680,1954,1810,8100,61.0,19
3,1.0,5000,1.0,0,6,970,0,1968,1290,5875,46.0,13
3,2.0,3090,1.5,0,7,1510,500,1926,1600,3150,89.0,7
4,1.0,6030,1.5,0,6,1300,0,1947,1240,6900,67.0,8
3,1.5,10350,1.0,0,7,1260,0,1959,1800,10350,55.0,10
4,2.0,24931,2.0,0,8,2610,0,1983,2550,18306,32.0,4
3,2.0,5753,1.0,3,8,1110,800,1941,1630,5580,74.0,19
3,2.0,16290,2.0,0,8,1780,0,1987,1780,8810,27.0,5
4,2.0,8600,1.0,0,8,1900,0,1975,2120,8000,39.0,17
6,2.0,25600,1.0,2,7,1340,1110,1957,1850,10230,57.0,10
3,2.0,11340,1.0,0,7,1230,690,1977,1980,9638,38.0,17
2,2.0,4003,1.0,0,8,1350,0,2004,1350,4479,10.0,2
2,2.0,4003,1.0,0,8,1350,0,2004,1350,4479,11.0,2
